Algorithm,Ciphertext,PlaintextLen,KeyLen,BlockSize,IVLen,Mode,Entropy,HexRatio,ByteMean,ByteStd
ECC,B035ED0DBD1758AF660E3F742EE6AECE46F17670EE848FD4CEA4E6CAE114A44587B33F4F4AF65B841C7D0990E048A9F4FC8F8142B7B217B8BD558E0F221FCEAD,32,256,0,0,Asymmetric,3.894282690084367,1.0,132.78125,73.09336254707058
Diffie-Hellman,2851F4E2DB43B8C83CF869862F57DC8444C01E99E44C83DB3B9955ECC940BCEEDB979F02363E66A920F88153E5182583500CED7281A80E5032E06E55B20F00D1CA826F1AF87963F05C705D4267BF67E144EFCC13844BCB4E156A0F20452DA54CACD102DB3E5CFBCF00641594B28EBDE2C018627429AFF76EDED1B4640FA821A21B8299F31CD202513E2EC08521D53807E330E6C591F5C9018FA14320E1A1187B640C7C1F04609500C53352C3CB0EB5E0CC6C091E2C8DE3F8B6D281AE5CB083A8E57C174D34181D491FFDCB5B7EEA0AFF486CD257C5779952DF6BB8D9AD516C3DB49614E4F4001DD56E8B9317A7FAC16CB8FE0EE71620242477D7FE4FBF8E86BB,32,2048,0,0,KeyExchange,3.9702476644735762,1.0,126.16796875,76.57425362188667
AES,20371FF2CB21EA35C0379289C936A807ACF850740BA2DE91317B63146FF10D995FA1345D6952CCE2CE1FDC65AFDE7C996222D45818023C575F43AA1E40E8B291,32,16,16,16,CBC,3.949672627527594,1.0,119.4375,72.6637966510834
DES,19DFF97078E840C5D2A2AC0DA43A6AC90FB461199FC2290F62C705A34851B94E4ED369B019BB0E7F4D9F14DE258657D9,32,8,8,8,CBC,3.936016958267178,1.0,120.64583333333333,72.75801490309428
3DES,BC8AF4178F1242ABDF7B9530A5AC2A8AC2ACF2CD9D9EE930EE2F3E024C5D0A32D697F7E4B8263C4310FA78B466EC7707,32,24,8,8,CBC,3.930386658535499,1.0,130.35416666666666,77.56220341961382
Blowfish,FFBB1EB701C8C9325BD910285A4BE8C4F9AF328E72049EDC3D700381BA1287C42F6D56167F85FA038EE4658C197E6AA8,32,16,8,8,CBC,3.9674563891562706,1.0,121.4375,75.68655380636201
RSA,494E5D1E68546849CCA495D60A5C5FC2117D2D946459CC5CE1455B6FB302E1596564402B972C0704BC508E1FB3FD98F89424A2D77F8098B664053AB9DB52CE27DD8F8B32AA9252C7787CB78236765313E354EB9FE61AA5AB9EAA3EFAC14B690D0F054C8C2E439A1B753437A94185CD14C1F9F68853F07715A6D364EEC06B94FD0C06B8B5E2DB2343A39CA0C796071CDFEAC8C53319938D9191F65B500CB4B8F03CF8BF590A6DD4D8F4F8E5031ED64B1543663AAB716F9E91B24CCCD0E73A80876638786AE83CA25A54A3CC01D8FA478A12EFF1D3E54673CEABC33235174E203BE3C9CEF0F8EE6DE991B4762B2C487940C665D5E372A6AAC902B4D33A5A37FDB8,32,2048,0,0,Asymmetric,3.9864087932551917,1.0,130.421875,73.18476290515926
ECC,32BB72214ADBAB119ADDBB4D5EDE4DC8FA600112CBD999CD1A4083782F4756AD6E23D32FFB569655E0F1BE1CA30F6BAE82130029B4722D6B00D86DEF33E3544F,32,256,0,0,Asymmetric,3.9265923463161605,1.0,120.5625,75.33049577528347
Diffie-Hellman,D0CF888A815D6FA23CEF13ECFC1D89DF32E73B2D93F85E69BC0BE26325A9FCEEA58460E21CA29031257FED08BA48539C5645B7A92991F6DEDC81FFF621F02A3678719611A8820F233DC5FBF3AAEA52F259D78A7993E95295C2415C7BA9B79442E0C79569A8D24AC4E4309246022180228E9CC36E77A9FB42948AF92B043A9A11E4A749134D580C94717A3C927D1ED4DE593F7FAB6D0418D0C3F50C266FFFE8F59B3A7A3584BDC6ED0DB517046A4889F02FB37D8A266B56593B2258337105182A1D2D294977CCD6003D561B88FBEBD4EE6C1EC55F8B1DDD785DA33AA0F56FF529E5EFA2610CA48521C04A6289349DB6BE03F6DCD529A4E011E47DD1634608AB1B,32,2048,0,0,KeyExchange,3.9874261865660676,1.0,127.7265625,75.2749870105176
AES,F312FD36AFDC0F5C7D043F2098CA7A1162A68049FA177CF928E095069A445DF63533B7D3CDA15A39A31ECF6C85971F97CF3C6574D1866181660C5F8803AC8846,32,16,16,16,CBC,3.851830484900943,1.0,119.40625,71.78760311458727
DES,510351FC9B0D135956801F56CDF0160FCD64C9854FB7D7F519D4ACBEF723F0AEC50B5A7AEB912D41F6F82CC337D330CF,32,8,8,8,CBC,3.885810509637656,1.0,131.79166666666666,82.21160662515292
3DES,3F2774405A1E131D6975201A01F47537D23A2A30FABE610EA5D6E399E6736789B23D6C509FC69E253A79B673724168E0,32,24,8,8,CBC,3.8647389992249286,1.0,111.70833333333333,68.76619758686353
Blowfish,1E6EAF9B568D00D9A3D2594C4FE229E93B478E1DC054D31B093527936F9525FBF2C741642E08E8C0E104FC6E1DE3FC60,32,16,8,8,CBC,3.9184284190523186,1.0,123.35416666666667,80.29775048305456
RSA,816D744F919AE9FA582B34712A405C735BDE7E6BCAB21A70E53A1B0B928FD16B465E91B4DEA16D251D5919BFA15632D646510FDFB664409D845E04D413A8A77CE199CBB950637F6F7F0C3D5541AB134726DE698E3FF2B6C2E62F0A0EC97997A1532C39830B201EC239E36A44EEB5A7F81D169DBBBD072756D6D0CA3084B96ECC89B897D4194A30B5526B796B05D7B75E8616A003919D8F5B091AF9BACDF4038999B9594B5A9D2D63044A211D2717B42BC31EFA8932176017C11BACE881326CADD8A78DA19021000C1BD8AB31718DC9958BE605302E35D56E4921F17F492A6EA2BC5BB232A87E537F4199EB31A2423F754E526EEFD35F4EFC2FBBFD7189D0A563,32,2048,0,0,Asymmetric,3.9761278753595684,1.0,118.2421875,69.71434416757317
ECC,64369C020E7636709CF06EC7EF117AEF0A0B7CA025120594110B6A6D7CD3933ED82638A869BD0484B3CD5CAE7DBD8741552E3E2D2ED1ECE2380662654B9A8BC8,32,256,0,0,Asymmetric,3.9415389722738157,1.0,110.75,71.61681890450036
Diffie-Hellman,73076AB2DCE1DC583548F123A0338CF9BF8546D5F7B1D21BFF8EA505F0C1040D0C57D045C3C03CE89B01909554DC822EFD0B35F92DFA66828F06BA61AE107F0FC4E8602C9F4EBF2B70F9852CDE51AFA7D400768D56C587C492121CBE8FC83F22239BCCD4BE0582B0C62E10B903E4E38E354A2845D7490914B024621F76C6C45538373482DBB61AFAB944DEF76E15F6D403AEE96FE5C03A166D4793C47E891CD2C92700B3E4D29834D4AB336AA0AB44D2116573F2DAF4C9348B2547CD2E4B3CFD3A99D8E40FF49BC1704DF729C4A4A6A1FF9128338AFC1ABBC7D2F2D4892ADDA3952C3ADB1522876A0FB20B3365588F4A5D66555C6F448CEEF7C936A5C03BFE0E,32,2048,0,0,KeyExchange,3.9817113294320503,1.0,129.52734375,77.29084196927431
AES,11F84021E5A1656E8D90BBCF054892F098F67A05B21755EB69291C0211CC2B8E36BCCBA15EFF5D61156E409FF5022248616CFB2FC19739DC618A892CE7C2C994,32,16,16,16,CBC,3.8510181874316496,1.0,123.421875,76.23294987395133
DES,76DEC051E7B415AB7E667833E77086211424F8F066564EBDE37BA631BA341247F159643030C6E7E24FA625EEEE681316,32,8,8,8,CBC,3.7659783520941046,1.0,127.08333333333333,76.26019968211173
3DES,B81CD795E314FA5381809F519AB30375467BD0865727C5B1977001A0B0FDBF11930D9F1A05DFFAF1DF89397FCB0B1FD9,32,24,8,8,CBC,3.744931105554016,1.0,130.66666666666666,77.4150968624481
Blowfish,9CE8CD2CC5985BCBD9F590B03AFA23438873BE9D12B6981E3F5C15B62BA30C9D15FD6922098669CBF1BC97D88A13C2CD,32,16,8,8,CBC,3.828868829409677,1.0,133.35416666666666,74.76476709858431
RSA,89540B362902B489A1ABDE6EC29CE8B3B6F2627B762E962069A5ECF618CBE9D026704B383DF9BB5F6786BECC2A5732068CC8239867351D08299F97B65FECF6E05B113BBD676F1F11698883C3D421939EC04B78DB19226B44272CBF06A5D8E9C49D19DA5CB4DF2CED6874C59DBF3002128B52DD8F5943DA79A2E1321579B260BABC2A2CB4EA42EF35636CAF520309EA91A6C6444EB243E24E01C3A3A540977D1491CECE9F8296B7BDAC303945DCB9CE97A86EE8439F83E2EF008E83517BFE76C22F48333564BCE3F64C4AA2372BA2E3F99F05B9BAD92E7DE5189F3C180873455B96465EE35137C1D1A3FD91B25797B9A6BF9D780379F463961A5A810F5FC9F6F0,32,2048,0,0,Asymmetric,3.9748534523276375,1.0,128.83203125,71.60039327929019
ECC,EC368C08BBD604ABE02976F29F48CD41AB7A2FFDFDD709D82C52F56CE6592A1D7CF0B4099B55B21D14E6A4957E72A30E5910F7F7B233F1C5F93521148960DA86,32,256,0,0,Asymmetric,3.9713755579062475,1.0,132.515625,81.48830287752577
Diffie-Hellman,911C36E4501273EEAE4602D64487738801E55F5EA3E043F0EFBCBBC96C9ED8D3CF44A737E799E291803D77BC013F1CE35A4BE343098A98DB40F9723BA88558D59BE41403A7579B133E32A2657E7A9C4DAE13B0163FE2F4B6E9C4C769EA680A9C248950A4B381E7620CEB14980D33920EF0D743AE49D4B6FC702AF7FC25292A28E93285270C4F2A19683F1C1BE731B1E5BD189EFCDC26635261F90033B9AB27F281DDA1688172DD73E48D4705E7AECA115F805601BA534D8F62DA4B04B43E6FFCA37C941A5C3DD37F8FC2B4D8B582FCFAC9A1D1DDCF7403C931922A22431804AB7FEA8956F05B79C30F806C4BBDE11984806F6564FAE45E37F274F021E9415E0E,32,2048,0,0,KeyExchange,3.985179964970194,1.0,128.109375,75.60715020492027
AES,2C9E72356149391853566AAD139F7FA056E34DFBB3F903405EE147BE6F7A521647975D0C6AB2CBA34BC232669EDA7BF511B791F0A649F72D5F6E1D9C0EDACAE9,32,16,16,16,CBC,3.91815054680748,1.0,123.453125,70.52037154421674
DES,18F92AEF132A2985F4BB96AAE2FB3338512F85BD46D39E76B06BA38BCEAD11FF1D5DD19FBB3BE8F089B475321364DA25,32,8,8,8,CBC,3.835408681907486,1.0,134.02083333333334,76.09492142036959
3DES,1623ACF79C43C70974A34594E0AEB4FE203B19BD5DB10E6C78879AD20A8A50DAE1C3ED6DDCFEF7831320137B28EC0994,32,24,8,8,CBC,3.943132618342954,1.0,130.02083333333334,79.52292373464117
Blowfish,06D9237DB3E9730B32D199BAD1F961E599CCA7EAD4D79EF2E5292F9670E88B93A9C7A0B1B76038F3523878EFF9119365,32,16,8,8,CBC,3.853440596578074,1.0,151.64583333333334,71.51587515583904
RSA,6517CA187D0988BF9FD9B0965C14F301692C969F14024BDB7F93C2EA3DE227D5413F1C31142F7D3DF4479C322AF080974DA2681B777A3720298C89F5647B100F9C129F08E1D20557B8510CCA79023CE712B5BC74D3766002C436C5DBA3062C0C5AB39433134EB448DD5DCEF32A7F4A391B728F2B94B5BA0A9DCBB9C81CAC4759B1C606B3BB982FC33A914A762161EE38CE65562BABF49E45B638B7BA4A5FD0084FB90D6C02DEBEA8BA801D865EAADDF6922BEFC67F17A480E39CBF6E03C4ADEC871869FA3D6D168936A160454E2E726AA7FEC0455BFB06B530B8EC127BFCBB1607F1404D29221855497EF06CD8C01C2AA6CC98714F4C327F189BBF0547EADC9D,32,2048,0,0,Asymmetric,3.9853771161786797,1.0,118.72265625,73.82616058481123
ECC,16D6FB19359F6FE160226E894E9CFCDDAC8B3CC3D6F248AD5530245B025D2CCB1603B795BE6387BEDC2D584C22BB46F088288DF870156DA7B7B6ABAA763A7481,32,256,0,0,Asymmetric,3.942068136620989,1.0,125.703125,70.70265193211902
Diffie-Hellman,BEF4264D5365627E964E986E8028B664C80BE1CA45720F5CE7CF94ECEDC9BCF34CC50C68C09AE9ABD71D293594DE7230D2AE17BFCD031C485CEDD59D4A2BBA21275138C2518232EE619FBEB28CB2C7F1A2F61E8B7C6E9DF9F8FF7201E61A7B9EB8B57FD7B1FE72BA5E5D434637CB1E0F40343A260A8D28E46804BC3A66BD096821D07BDF46917118076ECCF7C746F50A7368BDAC0696A26D6BD4ECA12F6DE2C5157CDCEE662EA096327EC5D0133C71FB97722EA0D3D77773916096B8968CA633533D22F5B0E0B2F4F29EDE6CC66EB50BE83BB41DCC6B73E08917BC0FB1F5D040F72CFE0AC102E577C7FE3D9C8213FFB90EFA74320E03CB43D6BCED2B75CB56F5,32,2048,0,0,KeyExchange,3.9642529447978894,1.0,133.83984375,75.4517238452879
AES,DDF8850D16BD7E3D49915DFDD11B1FCE7FBAB93E6413D0C433F8E8BD814B5B000972F7E19C277E5FC061B2A35D8479CB67F33D488CBA76829787B4AF20DBE2FC,32,16,16,16,CBC,3.928645474332476,1.0,136.890625,71.7715815076509
DES,056BC6646C5D3A601FFE811013E08558C1676067166D360FAAE4F5D2DFFE3116C380B8ED54A02BBCF7ED0AA5C6666EE1,32,8,8,8,CBC,3.7347541684195993,1.0,130.58333333333334,77.71015413416418
3DES,AC65E6BB52DDE3EF0334B44BFEC5A67AA0C5BFE4CAE38B19F1F434378DC0CEEC9C6DA3080594D01C1CDB68A9D4DB62B1,32,24,8,8,CBC,3.8880870184021434,1.0,151.97916666666666,74.14048870874957
Blowfish,4614A62AC2D0C9FD25F71E5B1F7C43AF7A87BA059BC926A3C46C5388C6AA35143130E5ECEAD48DA11B94D7D07E266DA7,32,16,8,8,CBC,3.933399989944553,1.0,130.6875,73.2632684939504
RSA,4DBDD392950EB60CE9B550032E833A7E0F4A698B9A2C185204EA066DC935A5B3DE7A63B9696B6958AFFA521DFC900109EBC5117B2D8296B46DBAD3100AE4D14CC7A5180AA8544CEF2BAC18223A4692A84714CAAFFB7D1A58C9A83A882606F31A1AFC48BCC54C373CCB760356CF275FDA3B7C38F865809A0ABBCC0A17D1D93D8E7937950656908AD217F728B501886E526003F19D94857DFEF05305E2B1944C36291B1306907C0770A1D1685E467432299C72E2B46E6CA21B48C091EBE8F3DC16C152A398E2A70987F814CC3A8118E7076EE0337C75F99E8ACF82F51B20FCADBFA22257BB79E97EE2B7235F1AF637297C5AC5775BF162700612C93C398401A710,32,2048,0,0,Asymmetric,3.977850481006996,1.0,119.5,75.7097665430293
ECC,1AA4C57150DD5B1D735D8AD5C692997B5A4CA2500A2F4DF83F1D898C45AD00A857C6605534055293AA9D2BDC39C27978C9CBE3A2063BC780B9D4A6175CF631D1,32,256,0,0,Asymmetric,3.870092179147114,1.0,122.96875,67.62141135348699
Diffie-Hellman,173FBF5D67E43443620B7CF5B522EABAA4DDDA51F778DE83C05457DD519E2065DD5F6A2D905B3F7A5ED356514EF2C7C51EF12BF3524DD0DD582A3368BDBD5644693C27499D586768B24D1899EB1F850FFA02C8194284D9C23CB4B37790A31513E3BAF888F9737F481D4161A4181E7BF5D986DD30A5B1A19138FD75299E6FCF18414B5C112FE363D137A9187D0F99F69DCE05C326D764EEB9FC6C30BD48EF73BFBAB438B893211B879DB5A157E5A3884FA9203791A08AAC2B79AC753A2576E2A1DF068A01EE67233AA7941F1AF603B489C64A6B6DCCE4146FE5CD521C626025DEDD514768A2EB3408CD0F11F82E55FB927778F424812ACE18A4E8234EAB389A70,32,2048,0,0,KeyExchange,3.981835478475454,1.0,125.55078125,72.741390702025
AES,4A586BD7972B69F969D6BCC660DD9FAB553BE07D2FBE2A4696027F55118B3F625F545BA9FC45F1399E1681125DBCCD866A17004ACF96488A1AB5CB61821FC192,32,16,16,16,CBC,3.8884449926245694,1.0,120.140625,66.7881134604757
DES,C64A4C6381F8C7192F89754CE63C45073C9E7814D378E9F153824136CEE34E184761E74A680D832EF14CA946AD7BC9E9,32,8,8,8,CBC,3.8015317271873066,1.0,122.375,71.93388891892333
3DES,CFFB335491C6F84DCF0ECE3395EF27A96D0F542B65311661309D0940381474EE6D2E181409111EA446258E94F9B76FA4,32,24,8,8,CBC,3.8734146757884345,1.0,105.95833333333333,75.85703613083994
Blowfish,4F704DD898D9421D86A511AC71EE2B9F90597D9D22910E27BC934DB311D40A88E33207AE8DD41AC328D7F402A08ECB70,32,16,8,8,CBC,3.8480792226058345,1.0,121.91666666666667,72.34806877557656
RSA,2C56AC2097C308AB951C090DA775849352D9ABEC57248DCDCEC6772DEAC936CE82513CEB0404852D5F8FB353BF040C3D0B0CE45D99B71468798DD555F5B1BC7CBD49824554F7AF806F41F6E375EFFE48C726E6CD817BC10C167CED4E228645593FC21FC4349B62F33497979E8FD8A065373AC1EAED15B8F9B702B51022A5EC80F1531CF9E2AA79487030E022E066717D774C4F4EEB8D26B4707F93C907246D345AFD2F9BF5C697484281E6F0E6D747E5E4BF3FA84FD7F6BF42659560F0A62A6C47284E8B929BECA14F93E2051D558388CB15B6D299DAFFDE402D6C9EBCCD95E2C96FF07028E2ACCBD24E6E0958E3EC3868BE36AA69D4D544D5915CFC16FD6B4B,32,2048,0,0,Asymmetric,3.9758626960394183,1.0,133.76171875,73.21203327183242
ECC,732922CEEF0F7FAEBFF9A4EAEB228F9C49DACFA1C5A498C730883DD054F9C4E66EC6F89832163BEEAABAD312E341418A1B4540715DA0C70B1A2E9ADF69E483F4,32,256,0,0,Asymmetric,3.925697711489501,1.0,140.46875,74.74748506429832
Diffie-Hellman,2B85916EF27FEB1FF8C0192FF5D6FB9EB08C64259EF3EBAB567BA50C2A4CAF17EDB5CBD09140A569EBAAFA85F3207166AC4EEAD2F6E51C92931BBB3FAEB6D170F1A4B5F7F0F30141DD7216F5CF43A3554624B3DEB1069AA7B22B407949B5B05406206AAD2B235E1FB0CCC9DC0BFF48DED5A352BF55F44445CD399C55F4D512AF569092887FBCEF596726E0A7EE5BB8F5C309BA51B8DC3E3A63205848F5CE546A608EC78B28B3F33A8BABB8511A1720DD00B5CDEB7F6DF6502C7FA0901D080F27E4F846123A3FACDBECCDCF3C1C77BFE2E5EF89CDF9E464572EC494B0930FB110FB130C94E07A50E28530FC415DCC820E8A16A6678937E59CCEFD82C5D2DC7F2A,32,2048,0,0,KeyExchange,3.968088587319089,1.0,137.78515625,75.73027753754165
AES,5DAB62DCC0FAB83ADFCFD3B5A96E7A456F2001A8E94FE6E1B36B695652A2B0F36154C013F674CF30BA3E61A396747AE11374D81A21C2EABEF08846DD15ECBF5F,32,16,16,16,CBC,3.9356633001488475,1.0,142.890625,70.41686525335656
DES,BBCC28F34C3053113ECC1BDF89D43CAF9C5A631D123175C101E6F7E42BF00868BF7BC985C506A5C224F84E10AAA567A8,32,8,8,8,CBC,3.916225609822214,1.0,125.91666666666667,78.49836339412151
3DES,BE603FC7E51C74E519E509DCF6E46B991452F3DE00E8A343A4906CE77E736507464CC45CC526560D8BA2AB469ABA9537,32,24,8,8,CBC,3.869124022524516,1.0,130.125,74.31874623314542
Blowfish,7D390FB52A5CBC93E440719A01F2173E5BC8E165F0B8EA7090AEC59D958CF1DE156221D3B358BDA68F981B34C86CEAB4,32,16,8,8,CBC,3.9562693363517045,1.0,138.04166666666666,70.10437407101564
RSA,5A09CC3A4FBF5ED63C18E7BEE267286F836D51095E39962ECA6F31B7B618A78255EF48344294DB14D8F9CB080B94D0D67C69610C48BE5CDC7E6B0902C5E896FEED0CF64198FB288FDCF0A863776A9430C75CEB8733E3B5A8F6D924C773723B66435A28D89D199216323EFB22117A2D966E5625A60579FE0859DFF63501D44418D1791E997CB494E9FDEED2520E4A06FBFDBF720D9965056C6356BD3CFFC061C7D9E2F6C18C8343021A69A9AF10C048BBC4D60BFA387051F516F0925540C6339F0BF6F708C127AB0E18F03AE11879ADEC095B1EF9B0C5996DEB9AB624FD88B29D354C2D7DDB1C08F36EFEC7AA8F3F0D104C75713DD3C574E164E411A465D700ED,32,2048,0,0,Asymmetric,3.984390350695774,1.0,127.796875,79.02500191543417
ECC,D4DEF7BC8D4CBDE6C41D32F6390E7F2836E2C9CA187299431E677404E4ADD831E2AB58299A5B1E7E49A4C4179A63112F9E86B74F4C49C9C26DDB71B59C84760C,32,256,0,0,Asymmetric,3.8959733356062225,1.0,125.96875,71.15738909935847
Diffie-Hellman,829EE8946351771992447E575DF26C4864C342A5D0FB5251A6B54214684D2E671E0B7276CAF0DA92AF27224F4CB5CD0C66345784E7B70CF0B05239CBC2F8277EF2BC0A3CAC174802C37E20BD9F0F78D24F7E995A40C2FA4B70753083EA57E77187E55346ECFC31B5259F670D9A429B16BDFDFD09BB6B6D06827DD39A143DBD773FC6C8EF8B52694EB93B9F5D38A758AD80CAC905249EF21E4A1FC957954302382D2CD8EBE0F07CBAFCD5F3E9795437B602E5528A90AC0CCC5CF1F75016C1A6EF33C6C311696F36A91BE0D3D53A2D4CB0BFEE09171B75AF9396186059537C33C1C1F8795901DA4F89391ACACA677453986B81D58F41603C4524C2BA9EB228EB15,32,2048,0,0,KeyExchange,3.9859629188978203,1.0,125.82421875,72.55318872869854
AES,1DE97B9B19ED3E536A745B8EAFCCC5D56E559D7D0BD07285F62344FD15DE0C3B2C5E84CF537C1F104BD3E36997A5104D5BC969DF5539DBFEE13E078D6ED7D654,32,16,16,16,CBC,3.8678874552411107,1.0,126.578125,73.39444050120129
DES,C7E4D83244B7FDB2F83C8404D09EE1FB6D50D9CC5676E75B38CC070B2AF3483FABDD515F23C37E4EA83F983109BA6392,32,8,8,8,CBC,3.9470320672446175,1.0,132.6875,75.9748193619658
3DES,0D1A5EBDBE48F211DD5C3F70E70F1E815E77F360956A75874D7995DBC255F3354FEE5A1DC15D4F7F4BF00D098A8C5086,32,24,8,8,CBC,3.863551334842519,1.0,118.60416666666667,70.10460623933511
Blowfish,2A6136F878FA76BB5851A141D5F488F799E1FB3871BFE0AFC79B1389D7353184BD870DC30F714A43B6FA4C0CB7CA0F54,32,16,8,8,CBC,3.849643430155154,1.0,135.47916666666666,74.89993034691169
RSA,88A24BECFB6B24A0197B56B70657C28D16EC4E917D33121382EC9E76AF7C10B429B1BF5D79407FEB37018AFBDDC4D549D53F5773ACC61C20F291D6F0A5DE0FFC901AD17E8523390E17A6C2DD6D08293C02DBAAF64F1EB248E314BFCEB7BE0AEC428457EE584DEC551682C6239FBEF66C003564EC455678A44BDFE173C424A683C4A2E8BC691F168339EDA032D3B81CD28D443CD56548AF08C99CC6DFCD306063CD4C072BC1C7CE4B7D20B858D2CD7275A5D27664E925B507C48D6288FF53EC36EED297658F6EAB21F2364E8E568D273240440F811D33EDFB2E43A0F75ADE5A290D0AACA38E21389B9432CEA35BEF8BE3B49FBBEA01642508C67C1C54F4540C21,32,2048,0,0,Asymmetric,3.9818582063499384,1.0,126.83203125,74.89100875772087
ECC,3D61782D6E3EDA461D3BA98561CA8276C76930F7463356CD8CE81647CBC273C83835458C5E6F21E01F68304C466D0DAE0C0588E901DE9CDDD87066313F11753A,32,256,0,0,Asymmetric,3.845107017416586,1.0,109.890625,68.13293925928467
Diffie-Hellman,86B60DE49B4942790D5A7865020C3C4447E3D3CEF147E2B11007AEE0F54ABFD7E4A8126F083C748CBC321BA2042C9A82B90F49A35B0A04A41942E1AF68953600B24E4D498E7BF0023DD94AB3A6C1E71C8B050F64C5A808D23A310D3572C54BBF3C70121457346DD7D01BEEA5C711ADDB1068820D63C16FB00958A2B66F23B8FCC2B981DDBAE773F16819357183A74C7C56A0230C18A083EB96163B73D1CAD307E867BC7D4A905C4D6923D7AD4DE808C1C84B5DA5E169B93090169AA3F75411ABA9D6D7431AEA74E73D1BD70337A81457F4F9C4F3B1DDB5D58F47A103A46BA78481B8B75F10DEE85C9584B903D6EA76F32C03C3152EEEF87FEFDAB94ED2F51152,32,2048,0,0,KeyExchange,3.9772832226471935,1.0,125.2109375,76.41040017805884
AES,740064A8C50A0236E124E0CAA7080F534EA8A35AF64D90C2DA654B227045022C6B0403B2B6DD2D6CD441A79DAD54FED1B71DC522590F118F703429192DA330D7,32,16,16,16,CBC,3.876980020800545,1.0,109.359375,75.74347479888532
DES,F3D2CC40D5C835ECBE5F7EEE5DC6B18B22792EBEDD48F8249F390C4DD0700C974289650277ACADDD08F961ED4F3F992C,32,8,8,8,CBC,3.868505264092212,1.0,132.41666666666666,75.06659080813218
3DES,BDB651A8DA2C5EEA284417864405523B0A03C5D40F125455879E21ABE0999936AF5BF36E58EFB0D334A8B47A56A01498,32,24,8,8,CBC,3.895587655589528,1.0,118.0625,71.36099723997229
Blowfish,5AAA1B53EAF43970620A748C40F64A6F4D89CD88A348BF6677EEA583B46DD0981D24DA8343E4216F788C1FAE0F06FEF3,32,16,8,8,CBC,3.8583785912186572,1.0,127.02083333333333,70.84181015454237
RSA,08936BF3A9E6BE94FD975B73DE71D728EBE257BAB8776B4ED297C21C18647EF8BBBF046C070A331B620AF8081464669513E06BFBE180603F1C5056AF1B31A879BED5F4BF0F6BFEFFF3AAFF04BCC0894016382812034D4AD701EE38061392AE87A0A1C6C7C27F4CEEF73AD08F950665D6C1ED22BBD61E2D042310CFF4D6EFB17E76E3C99FC56EA22A60C2CFA0AAE18D3A3E408BCBAD0C1DD49FC10053F9B099BD2BFFD1F230DB083582B00CA476FDC283123FBD5E0B95F1CD01E0AD6E4F6B81091941414B3F62375314E780155AE1A569D6D1CF3CA4F9DCF4B04730608272D69474A959CDE0FB7C051CA43BA9A8679896A61E0207C356B74E16D6B485F4BEA4F9,32,2048,0,0,Asymmetric,3.973664761406622,1.0,131.296875,77.8319864530925
ECC,DAEB8BE557DA5B6A7414299DC1BF94A35BD7939EB3874A608F67186917B0436717DC307E82D1C8DDD70030F33A6C1BCD52CCEF9693818A7989A5B75B8AE01E77,32,256,0,0,Asymmetric,3.9188279844385954,1.0,133.890625,65.35148171318976
Diffie-Hellman,C84D4F4EB3F1E905888252D938B03ADFD74E180D2018AE75125CCDABA27346BFED8FD109779F955B288F5844FCFFCA9BBEE2CD524DA15AD160FB660D5E43980FC690E9514828AAC1783CC58AB12849BAEBF7D682BE7D47EA6CA8429494FC9E82999C9433A70C6BCA58C8C471631736958ADAF82DC11A7287CAB01DE8F7FAF43ECC6AA4F2E233DC1CAF50024E185F1EB1900309737AD347F494673831171101F940EB70F6E9B9669C7CE7C79ACB2B3CC4A8B9BAFE91B3E720C961373AE5F1E453041A82C9EC5ECC29480162CF344CBC1546126703829FE5DEAB03D82DEF27FF197B91FC78F541818E2CE3221BA40E2A1710138948F37AA273E7895B7F35851EC4,32,2048,0,0,KeyExchange,3.9708788391111223,1.0,130.01171875,75.79204085140404
AES,308AAA422EAC6B9C0D3CACE6F220BF4553EAE29B1A25A2DD6ABB057DFA867FFC58FD7D0AA78943DCB4FBA289557DB88679FD10FD9E829044E91A34E9CE774932,32,16,16,16,CBC,3.935008647558242,1.0,135.96875,73.99492566005793
DES,A867B38E7D7FB84D8B06996056951D8426D6F9B8BE14914AE631F10278BE9E2AAAB61F9E0A4A40944BC951393297744C,32,8,8,8,CBC,3.8806754163217008,1.0,118.4375,65.46465530154421
3DES,CC15B668BAD1C314290FC90E3CEFDE30079EA8197B2CACCA7DE2C290D6A2FEE78F40861A689987078B4BCA8BA6AD9A4F,32,24,8,8,CBC,3.882209321351935,1.0,131.3125,72.79284427114614
Blowfish,C287DD53E9AC92FD25CE7EB49D086FB7F48B02981E977C08A5D7A1EF03A607EEE796E55B6FD7346BCEC8264951D83AA2,32,16,8,8,CBC,3.940840174969357,1.0,139.77083333333334,74.83906054086253
